0	180
1	177.7351865
2	175.5032537
3	173.3037242
4	171.1361275
5	169
6	166.894885
7	164.820332
8	162.7758975
9	160.7611442
10	158.7756411
11	156.8189636
12	154.8906933
13	152.9904176
14	151.1177302
15	149.2722305
16	147.4535239
17	145.6612213
18	143.8949395
19	142.1543005
20	140.4389323
21	138.7484678
22	137.0825455
23	135.4408091
24	133.8229076
25	132.2284948
26	130.6572297
27	129.1087763
28	127.5828034
29	126.0789846
30	124.5969984
31	123.1365276
32	121.69726
33	120.2788878
34	118.8811075
35	117.5036203
36	116.1461315
37	114.8083507
38	113.4899919
39	112.1907731
40	110.9104163
41	109.6486479
42	108.4051978
43	107.1798002
44	105.9721929
45	104.7821178
46	103.6093201
47	102.4535492
48	101.3145579
49	100.1921024
50	99.08594281
51	97.99584246
52	96.92156823
53	95.86289035
54	94.81958239
55	93.79142122
56	92.77818692
57	91.77966279
58	90.79563528
59	89.82589391
60	88.87023128
61	87.92844299
62	87.00032761
63	86.08568665
64	85.18432448
65	84.29604832
66	83.42066818
67	82.55799684
68	81.70784979
69	80.87004521
70	80.0444039
71	79.23074928
72	78.42890733
73	77.63870655
74	76.85997793
75	76.09255492
76	75.33627338
77	74.59097157
78	73.85649007
79	73.13267181
80	72.41936196
81	71.71640797
82	71.02365948
83	70.34096835
84	69.66818855
85	69.00517619
86	68.35178947
87	67.70788863
88	67.07333598
89	66.44799578
90	65.83173429
91	65.22441971
92	64.62592214
93	64.03611358
94	63.45486788
95	62.88206073
96	62.31756961
97	61.76127379
98	61.2130543
99	60.67279387
100	60.14037697
101	59.61568971
102	59.09861988
103	58.58905689
104	58.08689175
105	57.59201706
106	57.10432698
107	56.62371721
108	56.15008494
109	55.68332888
110	55.2233492
111	54.77004752
112	54.3233269
113	53.88309178
114	53.449248
115	53.02170279
116	52.60036469
117	52.1851436
118	51.7759507
119	51.37269847
120	50.97530068
121	50.58367232
122	50.19772963
123	49.81739008
124	49.4425723
125	49.07319615
126	48.70918261
127	48.35045383
128	47.99693309
129	47.64854478
130	47.30521438
131	46.96686846
132	46.63343466
133	46.30484166
134	45.98101919
135	45.66189798
136	45.34740979
137	45.03748735
138	44.73206437
139	44.43107553
140	44.13445646
141	43.84214372
142	43.55407478
143	43.27018804
144	42.99042278
145	42.71471915
146	42.44301821
147	42.17526182
148	41.91139273
149	41.65135451
150	41.39509153
151	41.14254898
152	40.89367285
153	40.64840992
154	40.40670772
155	40.16851456
156	39.9337795
157	39.70245233
158	39.47448358
159	39.24982449
160	39.028427
161	38.81024377
162	38.59522814
163	38.3833341
164	38.17451635
165	37.96873023
166	37.76593172
167	37.56607744
168	37.36912465
169	37.17503123
170	36.98375567
171	36.79525705
172	36.60949506
173	36.42642997
174	36.24602262
175	36.06823444
176	35.89302739
177	35.720364
178	35.55020734
179	35.38252103
180	35.21726919
181	35.05441648
182	34.89392808
183	34.73576965
184	34.57990737
185	34.4263079
186	34.2749384
187	34.12576649
188	33.97876025
189	33.83388826
190	33.69111953
191	33.55042352
192	33.41177013
193	33.27512972
194	33.14047307
195	33.00777136
196	32.87699622
197	32.74811968
198	32.62111417
199	32.49595253
200	32.372608
201	32.25105418
202	32.13126509
203	32.0132151
204	31.89687896
205	31.78223179
206	31.66924908
207	31.55790665
208	31.4481807
209	31.34004775
210	31.23348468
211	31.1284687
212	31.02497734
213	30.92298847
214	30.82248028
215	30.72343128
216	30.62582027
217	30.52962638
218	30.43482903
219	30.34140796
220	30.24934318
221	30.15861499
222	30.069204
223	29.98109109
224	29.8942574
225	29.80868436
226	29.72435368
227	29.64124731
228	29.55934749
229	29.47863669
230	29.39909765
231	29.32071336
232	29.24346706
233	29.16734222
234	29.09232256
235	29.01839204
236	28.94553485
237	28.87373541
238	28.80297834
239	28.73324854
240	28.66453107
241	28.59681124
242	28.53007458
243	28.4643068
244	28.39949383
245	28.33562183
246	28.27267712
247	28.21064624
248	28.14951593
249	28.08927311
250	28.0299049
251	27.9713986
252	27.9137417
253	27.85692186
254	27.80092693
255	27.74574494
256	27.69136409
257	27.63777274
258	27.58495942
259	27.53291286
260	27.4816219
261	27.4310756
262	27.38126312
263	27.33217382
264	27.28379721
265	27.23612292
266	27.18914078
267	27.14284072
268	27.09721285
269	27.05224741
270	27.00793477
271	26.96426547
272	26.92123016
273	26.87881964
274	26.83702483
275	26.79583681
276	26.75524675
277	26.71524598
278	26.67582595
279	26.63697821
280	26.59869447
281	26.56096653
282	26.52378633
283	26.48714591
284	26.45103744
285	26.41545319
286	26.38038556
287	26.34582704
288	26.31177024
289	26.27820788
290	26.24513278
291	26.21253786
292	26.18041616
293	26.1487608
294	26.11756501
295	26.08682213
296	26.05652558
297	26.02666886
298	25.99724562
299	25.96824953
300	25.93967442
301	25.91151416
302	25.88376273
303	25.85641419
304	25.82946271
305	25.8029025
306	25.7767279
307	25.7509333
308	25.72551319
309	25.70046213
310	25.67577476
311	25.65144581
312	25.62747006
313	25.60384239
314	25.58055775
315	25.55761116
316	25.53499771
317	25.51271256
318	25.49075094
319	25.46910817
320	25.4477796
321	25.42676069
322	25.40604693
323	25.38563389
324	25.36551721
325	25.34569258
326	25.32615577
327	25.30690259
328	25.28792894
329	25.26923074
330	25.250804
331	25.23264479
332	25.21474921
333	25.19711343
334	25.1797337
335	25.16260628
336	25.14572753
337	25.12909381
338	25.11270159
339	25.09654735
340	25.08062764
341	25.06493905
342	25.04947822
343	25.03424186
344	25.0192267
345	25.00442953
346	24.98984719
347	24.97547655
348	24.96131455
349	24.94735815
350	24.93360437
351	24.92005027
352	24.90669295
353	24.89352955
354	24.88055726
355	24.8677733
356	24.85517493
357	24.84275947
358	24.83052426
359	24.81846668
360	24.80658415
361	24.79487414
362	24.78333413
363	24.77196165
364	24.76075429
365	24.74970963
366	24.73882532
367	24.72809903
368	24.71752846
369	24.70711136
370	24.69684549
371	24.68672866
372	24.67675871
373	24.66693351
374	24.65725094
375	24.64770895
376	24.63830549
377	24.62903855
378	24.61990614
379	24.61090632
380	24.60203716
381	24.59329677
382	24.58468326
383	24.57619481
384	24.5678296
385	24.55958583
386	24.55146174
387	24.5434556
388	24.53556569
389	24.52779033
390	24.52012785
391	24.51257662
392	24.50513501
393	24.49780144
394	24.49057435
395	24.48345217
396	24.47643339
397	24.46951652
398	24.46270006
399	24.45598256
400	24.44936259
401	24.44283873
402	24.43640958
403	24.43007377
404	24.42382995
405	24.41767677
406	24.41161292
407	24.40563711
408	24.39974806
409	24.3939445
410	24.3882252
411	24.38258894
412	24.3770345
413	24.3715607
414	24.36616637
415	24.36085035
416	24.35561151
417	24.35044873
418	24.3453609
419	24.34034694
420	24.33540577
421	24.33053634
422	24.3257376
423	24.32100853
424	24.31634812
425	24.31175537
426	24.30722929
427	24.30276893
428	24.29837332
429	24.29404152
430	24.28977262
431	24.28556569
432	24.28141983
433	24.27733417
434	24.27330782
435	24.26933993
436	24.26542965
437	24.26157613
438	24.25777856
439	24.25403612
440	24.25034801
441	24.24671345
442	24.24313166
443	24.23960186
444	24.23612332
445	24.23269527
446	24.22931699
447	24.22598776
448	24.22270686
449	24.21947359
450	24.21628727
451	24.2131472
452	24.21005272
453	24.20700317
454	24.20399789
455	24.20103624
456	24.19811759
457	24.19524131
458	24.19240679
459	24.18961343
460	24.18686061
461	24.18414776
462	24.1814743
463	24.17883965
464	24.17624325
465	24.17368454
466	24.17116298
467	24.16867803
468	24.16622916
469	24.16381584
470	24.16143756
471	24.1590938
472	24.15678407
473	24.15450787
474	24.15226472
475	24.15005414
476	24.14787565
477	24.14572878
478	24.14361309
479	24.14152811
480	24.1394734
481	24.13744852
482	24.13545304
483	24.13348652
484	24.13154856
485	24.12963874
486	24.12775664
487	24.12590186
488	24.12407401
489	24.1222727
490	24.12049754
491	24.11874815
492	24.11702417
493	24.1153252
494	24.11365091
495	24.11200092
496	24.11037489
497	24.10877246
498	24.1071933
499	24.10563706
500	24.10410342
